,MTFCC,OID,LNDMRKNS,BASENAME,NAME,LSADC,FUNCSTAT,AREALAND,AREAWATER,CENTLAT,CENTLON,INTPTLAT,INTPTLON,Street Address,City,State,Zip Code
3967,K1235,1104689802485,,Multi County Juvenile,Multi County Juvenile Detention Ctr,,,29752,,39.7288503,-82.6647153,39.7288503,-82.6647153,923 Liberty Drive,Lancaster,OH,43130
3968,K1236,1104493815528,,Multi-County Correctional,Multi-County Correctional Ctr,,,259317,,40.6192698,-83.0997345,40.6192698,-83.0997345,1688 Victory Road,Marion,OH,43302
3969,K1236,1104486764147,,Multnomah County,Multnomah County Detention Ctr,,,6267,,45.515118,-122.6766573,45.515118,-122.6766573,1120 Southwest 3rd Avenue,Portland,OR,97204
3970,K1236,1104486764653,,Multnomah County Inverness,Multnomah County Inverness Jail,,,30330,,45.5636096,-122.5442148,45.5636096,-122.5442148,11540 Northeast Inverness Drive,Portland,OR,97220
3971,K1235,1104474529637,,Muriel Wright,Muriel Wright Ctr,,,16858,,37.2169863,-121.7885398,37.2169863,-121.7885398, Bernal Road,San Jose,CA,95120
3972,K1236,1104695290053,,Murray County,Murray County Jail,,,24384,,34.7810927,-84.7868977,34.7810927,-84.7868977,810 G I Maddox Parkway,Chatsworth,GA,30705
3973,K1236,1104699250215,,Murray County Sheriff's,Murray County Sheriff's Ofc,,,6439,,43.9842978,-95.7562925,43.9842978,-95.7562925,2800-2898 Broadway Avenue,Slayton,MN,56172
3974,K1236,1104699272013,,Murray County Sheriff's,Murray County Sheriff's Ofc,,,5955,,34.5047906,-96.9799657,34.5047906,-96.9799657,700 West 10th Street,Sulphur,OK,73086
3975,K1236,1104486706618,,Muscatine County,Muscatine County Jail,,,12134,,41.4243971,-91.0446223,41.4243971,-91.0446223,400 Walnut Street,Muscatine,IA,52761
3976,K1236,1104695293129,,Muscogee County,Muscogee County Detention Ctr,,,24340,,32.4637775,-84.9836074,32.4637775,-84.9836074,700 East 10th Street,Columbus,GA,31901
3977,K1236,1104695293323,,Muscogee County,Muscogee County Prison,,,112698,,32.4961052,-84.8616766,32.4961052,-84.8616766,7175 Sacerdote Lane,Columbus,GA,31907
3978,K1237,1104690207583,,Muskegon,Muskegon Corr Faclty,,,426128,,43.2100536,-86.1796791,43.2100536,-86.1796791,2500 South Sheridan Drive,Muskegon,MI,49444
3979,K1236,1104690207210,,Muskegon County Hall of Justice,Muskegon County Hall of Justice,,,20258,,43.2348187,-86.2436961,43.2348187,-86.2436961,980 Terrace Street,Muskegon,MI,49442
3980,K1235,1104690206912,,Muskegon County Juvenile Transition,Muskegon County Juvenile Transition Ctr,,,14242,,43.3846556,-86.2871422,43.3846556,-86.2871422,1830 West White Lake Drive,Whitehall,MI,49461
3981,K1235,1104690213201,,Muskegon River Youth Home Inc,Muskegon River Youth Home Inc,,,54023,,43.9376378,-85.1500614,43.9376378,-85.1500614,8571 30th Avenue,Evart,MI,49631
3982,K1236,1104493796349,,Muskingum County,Muskingum County Jail,,,10674,,39.9405556,-82.0071132,39.9405556,-82.0071132,421 Main Street,Zanesville,OH,43701
3983,K1235,1104493793270,,Muskingum County Juvenile,Muskingum County Juvenile Detention Ctr,,,34230,,39.942302,-81.9779241,39.942302,-81.9779241,1860 East Pike,Zanesville,OH,43701
3984,K1237,1104755469306,,Muskogee Community Work,Muskogee Community Work Ctr,,,72328,,35.7868134,-95.4036887,35.7868134,-95.4036887,3143 North 32nd Street,Muskogee,OK,74401
3985,K1236,1104699344759,,Muskogee County Detention,Muskogee County Detention Faclty,,,9858,,35.7473099,-95.3720403,35.7473099,-95.3720403,122 South 3rd Street,Muskogee,OK,74401
3986,K1235,1104699344507,,Muskogee County Regional Juvenile,Muskogee County Regional Juvenile Detention Ctr,,,10088,,35.7692352,-95.3722054,35.7692352,-95.3722054,687 West Shawnee Bypass,Muskogee,OK,74401
3987,K1236,1104475487665,,Musselshell County Sheriff's,Musselshell County Sheriff's Ofc,,,2971,,46.4496085,-108.5415067,46.4496085,-108.5415067,820 Main Street,Roundup,MT,59072
3988,K1236,1104478700411,,Nacogdoches County,Nacogdoches County Jail,,,22546,,31.6121306,-94.6806373,31.6121306,-94.6806373,2306 Douglass Road,Nacogdoches,TX,75964
3989,K1237,1104486805803,,Nampa Community Work,Nampa Community Work Ctr,,,16478,,43.598847,-116.5352222,43.598847,-116.5352222,1640 11th Avenue North,Nampa,ID,83687
3990,K1236,1104473740850,,Napa County,Napa County Jail,,,5471,,38.296728,-122.2843301,38.296728,-122.2843301,1125 3rd Street,Napa,CA,94559
3991,K1235,1104473743271,,Napa County Juvenile,Napa County Juvenile Hall,,,12463,,38.2882685,-122.2995686,38.2882685,-122.2995686,212 Walnut Street,Napa,CA,94559
3992,K1235,1104475169992,,Naselle Youth,Naselle Youth Cp,,,80452,,46.3932102,-123.8244998,46.3932102,-123.8244998,11 Youth Camp Lane,Naselle,WA,98638
3993,K1237,1104691808811,,Nash Correctional,Nash Correctional Instn,,,192622,,35.9691393,-78.0156635,35.9691393,-78.0156635, Rehner Boulevard,Nashville,NC,27856
3994,K1236,1104691809009,,Nash County,Nash County Jail,,,8363,,35.9762239,-77.9676693,35.9762239,-77.9676693,222 West Washington Street,Nashville,NC,27856
3995,K1236,1104470116331,,Nashua Street,Nashua Street Jail,,,19504,,42.3669564,-71.0657446,42.3669564,-71.0657446,100 Nashua Street,Boston,MA,02114
3996,K1235,1104492903620,,Nashville Transition,Nashville Transition Ctr,,,8388,,36.2147746,-86.7662513,36.2147746,-86.7662513,2412 Plum Street,Nashville,TN,37207
3997,K1236,1104701958185,,Nassau County Correctional,Nassau County Correctional Ctr,,,221697,,40.7331039,-73.5526396,40.7331039,-73.5526396,287 Clearmeadow Drive,East Meadow,NY,11554
3998,K1236,1104483364575,,Nassau County Detention,Nassau County Detention Faclty,,,13008,,30.6110107,-81.6312931,30.6110107,-81.6312931,76212 Nicholas Cutinha Road,Yulee,FL,32097
3999,K1235,1104742533654,,Nassau County Secure Juvenile,Nassau County Secure Juvenile Detention Ctr,,,39601,,40.754851,-73.5541696,40.754851,-73.5541696,600-4 Bob Reed Place,Westbury,NY,11590
4000,K1235,1104483366949,,Nassau Juvenile Residential,Nassau Juvenile Residential Faclty,,,14236,,30.6917087,-81.4340354,30.6917087,-81.4340354,1799 Lisa Avenue,Fernandina Beach,FL,32034
4001,K1236,1104690699835,,Natchez,Natchez Police Dept,,,10019,,31.5589698,-91.3723032,31.5589698,-91.3723032,233 Devereux Drive,Natchez,MS,39120
4002,K1236,1104475092307,,Natchitoches Parish,Natchitoches Parish Detention Ctr,,,206746,,31.7307777,-93.1006687,31.7307777,-93.1006687,300 Edwina Drive,Natchitoches,LA,71457
4003,K1237,1104481001473,,Nathaniel J Neal Unit,Nathaniel J Neal Unit,,,464896,3746.0,35.2408486,-101.7366503,35.2408224,-101.7366678, Unnamed Road,Amarillo,TX,79108
4004,K1236,1104470907028,,Natrona County,Natrona County Jail,,,12971,,42.863129,-106.3447973,42.863129,-106.3447973,1120 Bruce Lane,Casper,WY,82601
4005,K1235,1104485685038,,Natrona County Regional Juvenile,Natrona County Regional Juvenile Detention Ctr,,,9162,,42.862698,-106.3455743,42.862698,-106.3455743,1100 Bruce Lane,Casper,WY,82601
4006,K1235,1104692052508,,Natural Bridge Juvenile Correctional,Natural Bridge Juvenile Correctional Ctr,,,117715,,37.5841156,-79.507716,37.5841156,-79.507716, Learning Center Loop,Natural Bridge Station,VA,24579
4007,K1236,1104486503232,,Navajo County,Navajo County Detention Ctr,,,130952,,34.869935,-110.1562454,34.869935,-110.1562454,100 Arizona 77,Holbrook,AZ,86025
4008,K1236,1104484218725,,Navajo Department of Corrections Crownpoint,Navajo Department of Corrections Crownpoint,,,32359,,35.6953937,-108.1508748,35.6953937,-108.1508748, ,Crownpoint,NM,87313
4009,K1236,1104484220554,,Navajo Department of Corrections Shiprock,Navajo Department of Corrections Shiprock,,,13636,,36.7866643,-108.6845508,36.7866643,-108.6845508, ,Shiprock,NM,87420
4010,K1235,1104474268180,,Navajo Department of Corrections Tohatchi Youth Detention,Navajo Department of Corrections Tohatchi Youth Detention,,,8109,,35.8497398,-108.7571022,35.8497398,-108.7571022, ,Tohatchi,NM,87325
4011,K1236,1104485197927,,Navajo Department of Corrections--Tuba City,Navajo Department of Corrections--Tuba City,,,12519,,36.1243351,-111.2324899,36.1243351,-111.2324899,1533 Main Street,Tuba City,AZ,86045
4012,K1236,1104490183456,,Navajo Department of Corrections-Chinle,Navajo Department of Corrections-Chinle,,,26986,,36.1510354,-109.5584954,36.1510354,-109.5584954, Main Street,Chinle,AZ,86503
4013,K1236,1104486503614,,Navajo Department of Corrections-Kayenta Police Department and Holding,Navajo Department of Corrections-Kayenta Police Department and Holding Faclty,,,8065,,36.7127915,-110.2511485,36.7127915,-110.2511485, ,Kayenta,AZ,86033
4014,K1236,1104486481500,,Navajo Department of Corrections-Window Rock,Navajo Department of Corrections-Window Rock,,,38310,,35.6732946,-109.0577542,35.6732946,-109.0577542,5299 Window Rock Boulevard,Window Rock,AZ,86515
4015,K1236,1104478715277,,Navarro County Sheriff's,Navarro County Sheriff's Ofc,,,9730,,32.0964363,-96.4687561,32.0964363,-96.4687561,312 West 2nd Avenue,Corsicana,TX,75110
4016,K1236,1104475147731,,Neah Bay Public Safety,Neah Bay Public Safety,,,2139,,48.3667212,-124.6258082,48.3667212,-124.6258082,290 3rd Avenue,Neah Bay,WA,98357
4017,K1235,1104486478042,,Neaves-Davis Center for Children,Neaves-Davis Center for Children,,,11357,,34.7426926,-86.5974124,34.7426926,-86.5974124,817 Cook Avenue Northwest,Huntsville,AL,35801
4018,K1237,1104692512355,,Nebraska Correctional Center for Women,Nebraska Correctional Center for Women,,,95265,,40.8640886,-97.6285431,40.8640886,-97.6285431,1107 Recharge Road,York,NE,68467
4019,K1235,1104692368313,,Nebraska Correctional Youth,Nebraska Correctional Youth Faclty,,,48127,,41.2822137,-95.9060013,41.2822137,-95.9060013,2610 North 20th Street East,Omaha,NE,68110
4020,K1237,1104692383126,,Nebraska State,Nebraska State Penitentiary,,,194262,,40.7700166,-96.7038431,40.7700166,-96.7038431,4201 South 14th Street,Lincoln,NE,68502
4021,K1236,1104474674512,,Needles Sheriff's,Needles Sheriff's Ofc,,,31637,,34.8349164,-114.6173388,34.8349164,-114.6173388,1111 Bailey Avenue,Needles,CA,92363
4022,K1236,1104499142884,,Nelson County,Nelson County Jail,,,5146,,37.8109899,-85.4799785,37.8109899,-85.4799785,810 West Stephen Foster Avenue,Bardstown,KY,40004
4023,K1236,1104692399065,,Nemaha County Sheriff's,Nemaha County Sheriff's Ofc,,,2527,,40.3862749,-95.8437464,40.3862749,-95.8437464,1805 N Street,Auburn,NE,68305
4024,K1236,1104492444196,,Nemaha County Sheriff's,Nemaha County Sheriff's Ofc,,,12436,,39.8367995,-96.0647148,39.8367995,-96.0647148,607 Nemaha Street,Seneca,KS,66538
4025,K1238,1104475049064,,Neon,Neon Halfway House,,,484,,41.0944551,-73.4188353,41.0944551,-73.4188353,102 South Main Street,Norwalk,CT,06854
4026,K1236,1104492444979,,Neosho County Sheriff's,Neosho County Sheriff's Ofc,,,14011,,37.5730394,-95.2395612,37.5730394,-95.2395612,402 East State Street,Erie,KS,66733
4027,K1236,1104690819628,,Neshoba County,Neshoba County Jail,,,13265,,32.7805715,-89.1260919,32.7805715,-89.1260919,920 North Chestnut Street,Philadelphia,MS,39350
4028,K1236,1104492446548,,Ness County Sheriff's,Ness County Sheriff's Ofc,,,1600,,38.4537696,-99.9075825,38.4537696,-99.9075825,221 West Main Street,Ness City,KS,67560
4029,K1237,1104691886857,,Neuse Correctional,Neuse Correctional Instn,,,390552,,35.3874565,-78.0389653,35.3874565,-78.0389653,701 Stevens Mill Road,Goldsboro,NC,27530
4030,K1236,1104474642180,,Nevada County,Nevada County Jail,,,11908,,33.7999796,-93.380605,33.7999796,-93.380605,215 East 2nd Street South,Prescott,AR,71857
4031,K1235,1104483692566,,Nevada County Juvenile,Nevada County Juvenile Hall,,,18135,,39.265925,-121.0325835,39.265925,-121.0325835,15434 California 49,Nevada City,CA,95959
4032,K1237,1104474604685,,Nevada,Nevada State Prison,,,96948,,39.1596016,-119.7361216,39.1596016,-119.7361216,3301 Warm Springs Court,Carson City,NV,89701
4033,K1235,1101931560870,,Nevada Youth Training,Nevada Youth Training Ctr,,,2463384,,40.8782968,-115.7283118,40.8782968,-115.7283118, Unnamed Road,Elko,NV,89801
4034,K1238,1104492929986,,New Beginnings,New Beginnings,,,2050,,38.6535521,-90.2042157,38.6535521,-90.2042157,3001 Rauschenbach Avenue,St. Louis,MO,63107
4035,K1235,1104486531442,,New Beginnings Treatment Center-Juvenile,New Beginnings Treatment Center-Juvenile Faclty,,,1977,,32.2605718,-110.9725579,32.2605718,-110.9725579,2931 North Stone Avenue,Tucson,AZ,85705
4036,K1238,1104486532077,,New Beginnings Treatment,New Beginnings Treatment Ctr,,,3553,,32.2519248,-110.9786218,32.2519248,-110.9786218,2445 North Oracle Road,Tucson,AZ,85705
4037,K1235,1104486531135,,New Beginnings Treatment,New Beginnings Treatment Ctr,,,3285,,32.2657746,-110.9725154,32.2657746,-110.9725154,3235 North Stone Avenue,Tucson,AZ,85705
4038,K1235,1104484119463,,New Beginnings Youth,New Beginnings Youth Acdmy,,,5270,,27.8805653,-81.8188271,27.8805653,-81.8188271,2415 Bob Phillips Road,Bartow,FL,33830
4039,K1235,1104471509837,,New Beginnings Youth Development,New Beginnings Youth Development Ctr,,,812660,,39.1049694,-76.7768977,39.1049694,-76.7768977, Unnamed Road,Laurel,MD,20724
4040,K1237,1104492839961,,New Castle,New Castle Corr Faclty,,,727600,,39.9649518,-85.3704336,39.9649518,-85.3704336,1000 Van Nuys Road,New Castle,IN,47362
4041,K1235,1104484410116,,New Castle County,New Castle County Detention Ctr,,,29521,,39.7541555,-75.610345,39.7541555,-75.610345,963 Centre Road,Wilmington,DE,19805
4042,K1235,1104695550200,,New Castle Youth Development,New Castle Youth Development Ctr,,,285078,,40.9955815,-80.3024274,40.9955815,-80.3024274, Unnamed Road,New Castle,PA,16101
4043,K1236,1104490197861,,New Century Adult,New Century Adult Detention Ctr,,,174791,1014.0,38.8383469,-94.9062447,38.8378141,-94.9079911,27745 159th Street,New Century,KS,66031
4044,K1237,1104473506107,,New Hampshire State Prison for Men,New Hampshire State Prison for Men,,,123065,,43.2269731,-71.5585935,43.2269731,-71.5585935,281 North State Street,Concord,NH,03301
4045,K1237,1104472190633,,New Hampshire State Prison for Women,New Hampshire State Prison for Women,,,22082,,43.0101246,-71.5395438,43.0101246,-71.5395438,317 Mast Road,Goffstown,NH,03045
4046,K1237,1104691809505,,New Hanover Correctional,New Hanover Correctional Ctr,,,55952,,34.2665025,-77.9228977,34.2665025,-77.9228977,330 Division Drive,Wilmington,NC,28401
4047,K1236,1104691810097,,New Hanover County Detention,New Hanover County Detention Faclty,,,149647,,34.3264836,-77.8955775,34.3264836,-77.8955775, ,,NC,28429
4048,K1235,1104691810164,,New Hanover Regional Juvenile,New Hanover Regional Juvenile Detention Ctr,,,13353,,34.3218827,-77.891866,34.3218827,-77.891866,3830 Juvenile Center Road,Castle Hayne,NC,28429
4049,K1237,1104475004070,,New Haven Correctional,New Haven Correctional Ctr,,,28983,,41.31777,-72.9397832,41.31777,-72.9397832,59 County Street,New Haven,CT,06511
4050,K1235,1104482616193,,New Haven Juvenile Detention,New Haven Juvenile Detention Faclty,,,7581,,41.3164368,-72.9406833,41.3164368,-72.9406833,239 Whalley Avenue,New Haven,CT,06511
4051,K1237,1104474608710,,New Jersey,New Jersey State Prison,,,55770,,40.2072681,-74.75642,40.2072681,-74.75642,600 Cass Street,Trenton,NJ,08611
4052,K1237,1104474597252,,New Jersey State Prison Jones,New Jersey State Prison Jones Frm,,,220895,,40.273218,-74.8279026,40.273218,-74.8279026,750 Bear Tavern Road,Ewing Township,NJ,08628
4053,K1235,1104474475235,,New Jersey Training,New Jersey Training Schl,,,219260,,40.3424512,-74.3984685,40.3424512,-74.3984685,505 Grace Hill Road,Monroe Township,NJ,08831
4054,K1237,1104474740017,,New Lisbon Correctional,New Lisbon Correctional Instn,,,137870,,43.8813856,-90.1319958,43.8813856,-90.1319958,2000 Progress Road,New Lisbon,WI,53950
4055,K1235,1104492788890,,New Madrid Bend Youth,New Madrid Bend Youth Ctr,,,9981,,36.585928,-89.5477641,36.585928,-89.5477641,406 U.S. 61,New Madrid,MO,63869
4056,K1236,1104492789056,,New Madrid County,New Madrid County Jail,,,1039,,36.5851906,-89.5279378,36.5851906,-89.5279378,535 Mott Street,New Madrid,MO,63869
4057,K1237,1104484215235,,New Mexico Women's,New Mexico Women's Corr Faclty,,,58798,,35.1407523,-107.8171344,35.1407523,-107.8171344,1700 East Old Highway 66,Grants,NM,87020
4058,K1235,1104482087731,,New Orleans Youth Study,New Orleans Youth Study Ctr,,,27847,,29.9950943,-90.0840152,29.9950943,-90.0840152,119 Imperial Drive,New Orleans,LA,70122
4059,K1238,1104689740747,,New Paths Main,New Paths Main,,,10246,,43.0358742,-83.6909497,43.0358742,-83.6909497,765 East Hamilton Avenue,Flint,MI,48505
4060,K1238,1104689740799,,New Paths West,New Paths West,,,1517,,43.0244536,-83.6983162,43.0244536,-83.6983162,931 Martin Luther King Avenue,Flint,MI,48503
4061,K1235,1104690218911,,New Philadelphia Group,New Philadelphia Group Home,,,2834,,40.4902893,-81.4427548,40.4902893,-81.4427548,135 2nd Street Northeast,New Philadelphia,OH,44663
4062,K1236,1104690916245,,New Philadelphia,New Philadelphia Police Dept,,,5017,,40.4888623,-81.4437718,40.4888623,-81.4437718,108 2nd Street Southeast,New Philadelphia,OH,44663
4063,K1237,1104476004767,,New River Correctional,New River Correctional Instn,,,1992514,,30.0609372,-82.1731755,30.0609372,-82.1731755, Unnamed Road,Lawtey,FL,32058
4064,K1237,1104483426190,,New River O Unit,New River O Unit,,,212784,,30.0636729,-82.184323,30.0636729,-82.184323, Northwest 77 Avenue,Starke,FL,32091
4065,K1235,1104691880528,,New River Valley Juvenile Detention,New River Valley Juvenile Detention Home,,,15904,,37.1335286,-80.4235152,37.1335286,-80.4235152,650 Wades Lane,Christiansburg,VA,24073
4066,K1236,1104692049657,,New River Valley Regional,New River Valley Regional Jail,,,227023,,37.0849961,-80.6789201,37.0849961,-80.6789201,5300 Newbern Road,Dublin,VA,24084
4067,K1235,1104493023469,,New Visions Youth Development,New Visions Youth Development Ctr,,,26257,,36.2014339,-86.8621592,36.2014339,-86.8621592,3981 Stewarts Lane,Nashville,TN,37218
4068,K1236,1104485416359,,Newark Police Headquarters,Newark Police Headquarters,,,18624,,40.7313246,-74.1722674,40.7313246,-74.1722674,132 Franklin Street,Newark,NJ,07102
4069,K1238,1104474618911,,Newark Residential,Newark Residential Ctr,,,14217,,40.7025928,-74.192762,40.7025928,-74.192762,37-47 Legal Street,Newark,NJ,07114
4070,K1236,1104690207696,,Newaygo County,Newaygo County Courthouse,,,29043,,43.5484146,-85.7755941,43.5484146,-85.7755941,300 Williams Street,White Cloud,MI,49349
4071,K1237,1104689789064,,Newberry,Newberry Corr Faclty,,,339132,,46.3304044,-85.5041707,46.3304044,-85.5041707, State Street,Newberry,MI,49868
4072,K1236,1104692590112,,Newberry County,Newberry County Detention Ctr,,,15928,,34.2964733,-81.6313519,34.2964733,-81.6313519,3239 Louis Rich Road,Newberry,SC,29108
4073,K1236,1104690227906,,Newcomerstown,Newcomerstown Police Dept,,,3506,,40.2741324,-81.606706,40.2741324,-81.606706,124 West Church Street,Newcomerstown,OH,43832
4074,K1236,1104692397793,,Newport News Adult,Newport News Adult Corr Faclty,,,11832,,37.0812531,-76.5293277,37.0812531,-76.5293277,199 Riverview Parkway,Newport News,VA,23602
4075,K1236,1104692396740,,Newport News City,Newport News City Jail,,,4487,,36.9784829,-76.4294898,36.9784829,-76.4294898,224 26th Street,Newport News,VA,23607
4076,K1236,1104692396560,,Newport News City Jail Annex,Newport News City Jail Annex,,,9036,,36.9779054,-76.4289588,36.9779054,-76.4289588,230 25th Street,Newport News,VA,23607
4077,K1235,1104692354221,,Newport News Juvenile,Newport News Juvenile Detention Ctr,,,26339,,36.978332,-76.4272546,36.978332,-76.4272546,300 25th Street,Newport News,VA,23607
4078,K1237,1104486681428,,Newton,Newton Corr Faclty,,,645640,,41.6276686,-93.0600117,41.6276686,-93.0600117,803 South 60th Avenue West,Newton,IA,50208
4079,K1237,1104492711810,,Newton Correctional Release,Newton Correctional Release Ctr,,,418102,,41.621574,-93.0610666,41.621574,-93.0610666,1203 South 60th Avenue West,Newton,IA,50208
4080,K1236,1104478713614,,Newton County Correctional,Newton County Correctional Ctr,,,58758,,30.8652886,-93.7339231,30.8652886,-93.7339231,2416 State Highway 87,Newton,TX,75966
4081,K1236,1104690820232,,Newton County,Newton County Jail,,,15246,,32.4235012,-89.1066137,32.4235012,-89.1066137, ,Decatur,MS,
4082,K1236,1104492794804,,Newton County,Newton County Jail,,,15804,,36.8733466,-94.3689047,36.8733466,-94.3689047,208 West Coler Street,Neosho,MO,64850
4083,K1236,1104492733080,,Newton County,Newton County Jail,,,3955,,40.7682962,-87.4444224,40.7682962,-87.4444224,304 East Seymour Street,Kentland,IN,47951
4084,K1236,1104695294075,,Newton County,Newton County Jail,,,60494,,33.6287839,-83.8310143,33.6287839,-83.8310143,15151 Alcovy Road,Covington,GA,30014
4085,K1236,1104478727238,,Newton County Law Enforcement,Newton County Law Enforcement Ctr,,,15616,,30.847862,-93.7605131,30.847862,-93.7605131,110 East Street,Newton,TX,75966
4086,K1236,1104493425718,,Newton Falls Administration,Newton Falls Administration Bldg,,,3429,,41.1889197,-80.9769889,41.1889197,-80.9769889,19 North Canal Street,Newton Falls,OH,44444
4087,K1238,1104475407189,,Nexus Treatment,Nexus Treatment Ctr,,,31870,,47.0475932,-109.45389,47.0475932,-109.45389,110 Skyline Drive,Lewistown,MT,59457
4088,K1236,1104486831640,,Nez Perce County Adult Detention,Nez Perce County Adult Detention Faclty,,,43813,,46.4323267,-117.0176688,46.4323267,-117.0176688,1150 Wall Street,Lewiston,ID,83501
4089,K1235,1104470455483,,Nfi Alliance,Nfi Alliance Hse,,,2468,,42.4820908,-71.0964797,42.4820908,-71.0964797,38 Pleasant Street,Stoneham,MA,02180
4090,K1236,1104702278653,,Niagara County Sheriff's,Niagara County Sheriff's Ofc,,,35977,,43.1807238,-78.7373267,43.1807238,-78.7373267,5526 Niagara Street Extension,Lockport,NY,14094
4091,K1235,1104690884319,,Nicholas Residential Treatment,Nicholas Residential Treatment Ctr,,,84521,,39.7330662,-84.283296,39.7330662,-84.283296,5581 Dayton-Liberty Road,Dayton,OH,45417
4092,K1236,1104699251514,,Nicollet County Sheriff's,Nicollet County Sheriff's Ofc,,,13879,,44.3216801,-93.9582344,44.3216801,-93.9582344,501 South Minnesota Avenue,Saint Peter,MN,56082
4093,K1236,1104493426753,,Niles City Municipal Court,Niles City Municipal Court,,,10034,,41.1786562,-80.7646516,41.1786562,-80.7646516,15 Ohio 46,Niles,OH,44446
4094,K1236,110323249967,,Niobrara County,Niobrara County Detention Ctr,,,16207,,42.7605881,-104.451433,42.7605881,-104.451433,415 South Main,Lusk,WY,82225
4095,K1236,1104486711687,,Nisqually Tribal Offices,Nisqually Tribal Offices,,,18349,,47.0043577,-122.6699473,47.0043577,-122.6699473,4820 She-Nah-Num Drive Southeast,Olympia,WA,98513
4096,K1237,1104499197884,,Noble Correctional,Noble Correctional Instn,,,368077,957.0,39.7439071,-81.5515443,39.743911,-81.551542,15708 McConnellsville Road,Caldwell,OH,43724
4097,K1236,1104499198133,,Noble County,Noble County Jail,,,10977,,39.7430321,-81.5135816,39.7430321,-81.5135816,420 Olive Street,Caldwell,OH,43724
4098,K1236,1104699255694,,Noble County,Noble County Jail,,,49805,,43.6480039,-95.5901931,43.6480039,-95.5901931,1530 Airport Road,Worthington,MN,56187
4099,K1236,1104699346967,,Noble County,Noble County Jail,,,4896,,36.2863246,-97.2893285,36.2863246,-97.2893285,721 Cedar Street,Perry,OK,73077
4100,K1236,1104492775933,,Noble County Sheriff's,Noble County Sheriff's Ofc,,,29248,,41.395006,-85.4091678,41.395006,-85.4091678,210 South 7th Street,Albion,IN,46701
4101,K1236,1104492796984,,Nodaway County,Nodaway County Jail,,,2253,,40.348995,-94.8707408,40.348995,-94.8707408,404 North Vine Street,Maryville,MO,64468
4102,K1236,1104478728813,,Nolan County,Nolan County Jail,,,13092,,32.4707964,-100.4081666,32.4707964,-100.4081666,100 East 3rd Street,Sweetwater,TX,79556
4103,K1235,1104474336790,,Nome Youth,Nome Youth Faclty,,,1227,,64.4963545,-165.3861539,64.4963545,-165.3861539,803 East 4th Avenue,Nome,AK,99762
4104,K1237,1104474335252,,Norco Conservation,Norco Conservation Cp,,,65204,,33.927069,-117.5730342,33.927069,-117.5730342, Western Avenue,Norco,CA,92860
4105,K1236,1104692378326,,Norfolk City,Norfolk City Jail,,,27225,,36.8458029,-76.2848178,36.8458029,-76.2848178,150 Saint Pauls Boulevard,Norfolk,VA,23510
4106,K1236,1104469735487,,Norfolk County Correctional,Norfolk County Correctional Ctr,,,80995,,42.2604378,-71.20864,42.2604378,-71.20864,200 Great Meadow Road,Dedham,MA,02026
4107,K1235,1104692408740,,Norfolk Juvenile,Norfolk Juvenile Detention Ctr,,,40271,,36.8661774,-76.2080013,36.8661774,-76.2080013,1260 Security Lane,Norfolk,VA,23502
4108,K1236,1104699256055,,Norman County Sheriff's,Norman County Sheriff's Ofc,,,11186,,47.2984218,-96.5134097,47.2984218,-96.5134097,15 2nd Avenue East,Ada,MN,56510
4109,K1237,1104469937581,,North Branch,North Branch Corr Inst,,,123828,2264.0,39.6024592,-78.8179304,39.602387,-78.8172658,13810 Hazmat Drive,Cumberland,MD,21502
4110,K1236,1104483946718,,North Broward Bureau,North Broward Bureau Jail,,,74423,,26.2478752,-80.1623253,26.2478752,-80.1623253,1351 Northwest 27th Avenue,Pompano Beach,FL,33069
4111,K1237,1104691867403,,North Carolina Central,North Carolina Central Prison,,,213127,,35.7771006,-78.655052,35.7771006,-78.655052, Unnamed Road,Raleigh,NC,27603
4112,K1237,1104691873273,,North Carolina Correctional Institution for Women,North Carolina Correctional Institution for Women,,,306086,,35.7646853,-78.6208792,35.7646853,-78.6208792,1034 Bragg Street,Raleigh,NC,27610
4113,K1237,1104486625870,,North Central,North Central Corr Faclty,,,148797,,42.3922307,-94.6040559,42.3922307,-94.6040559,313 Lanedale,Rockwell City,IA,50579
4114,K1237,1104690860700,,North Central Correctional,North Central Correctional Instn,,,534587,,40.6181246,-83.116262,40.6181246,-83.116262,670 Marion-Williamsport Road East,Marion,OH,43302
4115,K1237,110516993058,,North Central Correctional,North Central Correctional Instn,,,1528059,,42.5828261,-71.9436873,42.5828261,-71.9436873, Unnamed Road,Gardner,MA,01440
4116,K1235,1104490192950,,North Central Kansas Juvenile,North Central Kansas Juvenile Detention Ctr,,,9082,,39.0311453,-96.8266027,39.0311453,-96.8266027,201 East 9th Street,Junction City,KS,66441
4117,K1236,1104469161637,,North Central Regional,North Central Regional Jail,,,63425,,39.2806917,-80.8538507,39.2806917,-80.8538507,2 Lois Lane,Greenwood,WV,26415
4118,K1237,1104470931928,,North Central Unit,North Central Unit,,,98170,,36.1637112,-92.1521001,36.1637112,-92.1521001,10 Prison Circle,Calico Rock,AR,72519
4119,K1237,1104691449314,,North Coast Correctional Treatment,North Coast Correctional Treatment Faclty,,,1357223,,41.2842739,-82.0299138,41.2842739,-82.0299138, Unnamed Road,Grafton,OH,44044
